paciente_dni,medico,fecha_hora,especialidad,motivo,prioridad_peso,id_volante,estado
02663759Z,enriport779@fakeemail.com,2026-02-25 12:30,Psiquiatría,Volante - Derivación Baja,1.0,54a6599c-383d-4de3-94c3-e6f2accb8576,Confirmada
78688539L,tereestr837@example.com,2026-02-25 12:30,Traumatología,Volante - Derivación Media,2.0,8f977738-8f88-4ab5-ad73-e54e37ad6d96,Confirmada
71678090Q,ceciross98@example.com,2026-02-25 12:30,Oncología,Volante - Derivación Baja,1.0,8cd81458-9827-4ea0-8b01-a2f709582a14,Confirmada
61065807W,angesast324@test.com,2026-02-25 12:30,Pediatría,Revisión de analíticas,1.0,,Confirmada
88184034X,anadel212@fakeemail.com,2026-02-25 13:00,Cardiología,Volante - Derivación Media,2.0,babcf763-8ebe-4ced-b053-e604fc8f0027,Lista de Espera
04094048W,linopere223@test.com,2026-02-25 13:15,Neurología,Volante - Derivación Media,2.0,0f53b0d6-74d2-46d1-a840-368751d014f7,Confirmada
75608512Z,ceciross98@example.com,2026-02-25 13:15,Oncología,Volante - Derivación Baja,1.0,c5597ac7-c299-40b3-9001-f165e9e29ac2,Confirmada
85613037E,tereestr837@example.com,2026-02-25 13:30,Traumatología,Volante - Derivación Media,2.0,be7d49c7-5456-4ae9-95c6-9c693c21e9d3,Lista de Espera
27059250A,linopere223@test.com,2026-02-25 13:45,Neurología,Volante - Derivación Baja,1.0,0592f80a-aaeb-400b-a15a-d3cdbfea33a5,Confirmada
71414884E,tomaguio41@fakeemail.com,2026-02-25 14:00,Pediatría,Renovación de medicación,1.0,,Lista de Espera
53108171K,enriport779@fakeemail.com,2026-02-25 14:00,Psiquiatría,Volante - Derivación Baja,1.0,ff14e2ce-eead-4455-8c5f-e034b4513367,Confirmada
61065807W,primpozo730@test.com,2026-02-25 14:00,Dermatología,Volante - Derivación Baja,1.0,577001ac-0ee4-4cfd-81e6-352d68df07dd,Confirmada
85613037E,angesast324@test.com,2026-02-25 14:00,Pediatría,Consulta General,1.0,,Confirmada
29272085P,linopere223@test.com,2026-02-25 14:15,Neurología,Volante - Derivación Baja,1.0,0c43dd68-79d9-450f-8741-03db98ac3733,Lista de Espera
75608512Z,enriport779@fakeemail.com,2026-02-25 14:30,Psiquiatría,Volante - Derivación Baja,1.0,7cc72393-adfc-486b-8769-5212aac5a605,Lista de Espera
53108171K,narcpeir429@test.com,2026-02-25 15:00,Pediatría,Consulta General,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-02-25 15:15,Pediatría,Consulta General,1.0,,Lista de Espera
27059250A,marcmari965@test.com,2026-02-25 15:15,Cardiología,Volante - Derivación Alta,3.0,62f0a9fa-f046-42e3-ba02-3886f0d5062d,Confirmada
53108171K,narcpeir429@test.com,2026-02-25 15:30,Pediatría,Revisión de analíticas,1.0,,Confirmada
91496767F,larajime934@test.com,2026-02-25 15:45,Medicina General,Renovación de medicación,1.0,,Confirmada
95385351G,marcmari965@test.com,2026-02-25 15:45,Cardiología,Volante - Derivación Baja,1.0,efbd2117-6584-4222-adb9-a7652f4113f1,Confirmada
64247077G,aitasala693@fakeemail.com,2026-02-25 16:00,Medicina General,Revisión de analíticas,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-02-25 16:00,Pediatría,Revisión de analíticas,1.0,,Lista de Espera
42935729L,marcmari965@test.com,2026-02-25 16:00,Cardiología,Volante - Derivación Baja,1.0,775016b6-1667-442b-9ecb-63fe15ea0852,Confirmada
72005264S,aguemart303@example.com,2026-02-25 16:00,Medicina General,Renovación de medicación,1.0,,Lista de Espera
26189238N,marcmari965@test.com,2026-02-25 16:15,Cardiología,Volante - Derivación Media,2.0,fde9a329-4b2a-473a-b473-2b00bfb022e3,Confirmada
64485145E,larajime934@test.com,2026-02-25 16:30,Medicina General,Consulta General,1.0,,Lista de Espera
78688539L,marcmari965@test.com,2026-02-25 16:30,Cardiología,Volante - Derivación Alta,3.0,cedf930b-9560-4996-99d2-bf3e5f743b8b,Confirmada
76214236X,cariflor149@test.com,2026-02-25 16:45,Ginecología,Volante - Derivación Baja,1.0,caafc34a-75ff-492b-8045-e5af9ad2854f,Lista de Espera
76214236X,aguemart303@example.com,2026-02-25 17:00,Medicina General,Consulta General,1.0,,Confirmada
72005264S,liliquer145@test.com,2026-02-25 17:15,Oftalmología,Volante - Derivación Media,2.0,ff095f6c-1852-443e-82c9-0a6bf43e1779,Confirmada
03413904Z,cariflor149@test.com,2026-02-25 17:30,Ginecología,Volante - Derivación Baja,1.0,02878492-a449-484a-912d-e456c55b62be,Confirmada
29272085P,larajime934@test.com,2026-02-25 17:30,Medicina General,Consulta General,1.0,,Confirmada
76214236X,aguemart303@example.com,2026-02-25 17:30,Medicina General,Renovación de medicación,1.0,,Lista de Espera
31693038G,cariflor149@test.com,2026-02-25 18:15,Ginecología,Volante - Derivación Baja,1.0,7e9b35c3-d1d9-44f8-84c2-81b1165ed942,Lista de Espera
50704098T,larajime934@test.com,2026-02-25 18:15,Medicina General,Revisión de analíticas,1.0,,Lista de Espera
53108171K,narcpeir429@test.com,2026-02-25 18:30,Pediatría,Renovación de medicación,1.0,,Lista de Espera
17924058C,larajime934@test.com,2026-02-25 18:30,Medicina General,Renovación de medicación,1.0,,Confirmada
29099523S,marcmari965@test.com,2026-02-25 18:30,Cardiología,Volante - Derivación Baja,1.0,7f5cef2f-950c-470c-9b87-76376ae7a73c,Confirmada
91496767F,larajime934@test.com,2026-02-25 18:45,Medicina General,Consulta General,1.0,,Confirmada
17924058C,marcmari965@test.com,2026-02-25 18:45,Cardiología,Volante - Derivación Media,2.0,05d6c78a-1281-4880-9bf3-cb734c4172a1,Confirmada
53108171K,narcpeir429@test.com,2026-02-25 19:00,Pediatría,Renovación de medicación,1.0,,Confirmada
53018179M,larajime934@test.com,2026-02-25 19:00,Medicina General,Revisión de analíticas,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-02-25 19:15,Pediatría,Consulta General,1.0,,Confirmada
64485145E,larajime934@test.com,2026-02-25 19:30,Medicina General,Renovación de medicación,1.0,,Lista de Espera
88184034X,liliquer145@test.com,2026-02-25 19:30,Oftalmología,Volante - Derivación Baja,1.0,1e0b84d3-813a-4e9e-9399-e35b85c205f5,Confirmada
15243013Q,marcmari965@test.com,2026-02-25 19:45,Cardiología,Volante - Derivación Baja,1.0,79c70b46-0439-4a66-9528-166d028e6dce,Lista de Espera
70516985C,aitasala693@fakeemail.com,2026-02-25 20:00,Medicina General,Consulta General,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-02-25 20:00,Pediatría,Revisión de analíticas,1.0,,Confirmada
39506922Y,marcmari965@test.com,2026-02-25 20:30,Cardiología,Volante - Derivación Baja,1.0,0e709bb7-198e-4984-8238-95ef1d79e713,Confirmada
73584142N,aguemart303@example.com,2026-02-25 20:30,Medicina General,Consulta General,1.0,,Lista de Espera
53108171K,narcpeir429@test.com,2026-02-25 20:45,Pediatría,Consulta General,1.0,,Lista de Espera
14793960S,larajime934@test.com,2026-02-25 20:45,Medicina General,Revisión de analíticas,1.0,,Lista de Espera
10216925A,fideherr429@example.com,2026-02-26 08:00,Dermatología,Volante - Derivación Alta,3.0,48b427fe-9e2c-47eb-b4c8-03fea8621db1,Lista de Espera
50952260S,juanpabl907@fakeemail.com,2026-02-26 08:00,Oftalmología,Volante - Derivación Baja,1.0,fcbecf6e-7e0e-4a95-9cde-26698ab595f2,Lista de Espera
84111808A,primpozo730@test.com,2026-02-26 08:00,Dermatología,Volante - Derivación Alta,3.0,c3cede39-da4c-4886-96de-318728bfa143,Lista de Espera
19322046E,tereestr837@example.com,2026-02-26 08:30,Traumatología,Volante - Derivación Baja,1.0,c08d8047-2e98-43c0-94fd-c4235efd4004,Lista de Espera
46094107Z,fideherr429@example.com,2026-02-26 08:45,Dermatología,Volante - Derivación Baja,1.0,f816fcca-f950-4084-a41f-b2b1f64575a0,Confirmada
67223002M,ceciross98@example.com,2026-02-26 08:45,Oncología,Volante - Derivación Baja,1.0,8ad6d2f1-efcd-405b-a16f-acf69cbc8240,Confirmada
04094048W,enriport779@fakeemail.com,2026-02-26 09:00,Psiquiatría,Volante - Derivación Baja,1.0,1c53390c-4efa-4ffd-9985-78516b740913,Confirmada
08600140A,cariflor149@test.com,2026-02-26 09:00,Ginecología,Volante - Derivación Baja,1.0,4e4ccd17-a4f2-4b63-af16-07b09638e5dd,Confirmada
02663759Z,angesast324@test.com,2026-02-26 09:00,Pediatría,Renovación de medicación,1.0,,Confirmada
06877156H,enriport779@fakeemail.com,2026-02-26 09:30,Psiquiatría,Volante - Derivación Baja,1.0,c971a97a-2a8c-4560-9eb7-27c53a4f9780,Lista de Espera
91496767F,primpozo730@test.com,2026-02-26 09:30,Dermatología,Volante - Derivación Media,2.0,bc32fb20-764d-40c4-aa66-6ea44dbb7cef,Confirmada
92849730H,enriport779@fakeemail.com,2026-02-26 09:45,Psiquiatría,Volante - Derivación Baja,1.0,e5810ac9-bb3b-470a-8cd9-baa1d0cea031,Confirmada
72005264S,sariteno261@test.com,2026-02-26 10:00,Ortopedia,Volante - Derivación Baja,1.0,d0724b72-614f-468b-864d-4a6206593d8a,Confirmada
45935444M,enriport779@fakeemail.com,2026-02-26 10:30,Psiquiatría,Volante - Derivación Media,2.0,c39d15fa-922b-447f-8b7b-15e926215d2f,Confirmada
72005264S,tereestr837@example.com,2026-02-26 10:30,Traumatología,Volante - Derivación Media,2.0,0dbe161d-6255-4625-91e9-22a7c1b9a205,Confirmada
56510979W,sariteno261@test.com,2026-02-26 11:00,Ortopedia,Volante - Derivación Media,2.0,e7e15e03-9bc5-41d8-a234-1caa24415a2f,Lista de Espera
02663759Z,angesast324@test.com,2026-02-26 11:00,Pediatría,Consulta General,1.0,,Lista de Espera
66074300S,enriport779@fakeemail.com,2026-02-26 11:15,Psiquiatría,Volante - Derivación Alta,3.0,aa34c350-c6b9-4c1d-ad41-1a3b984f7a47,Confirmada
88184034X,tereestr837@example.com,2026-02-26 11:30,Traumatología,Volante - Derivación Baja,1.0,4143b97b-296f-43b6-aec4-9e91a8108d43,Confirmada
11377510P,angesast324@test.com,2026-02-26 11:30,Pediatría,Renovación de medicación,1.0,,Lista de Espera
85463086P,juanpabl907@fakeemail.com,2026-02-26 11:45,Oftalmología,Volante - Derivación Alta,3.0,d4f71aca-abb2-451d-b154-08b12bea2351,Confirmada
08600140A,anadel212@fakeemail.com,2026-02-26 12:00,Cardiología,Volante - Derivación Baja,1.0,9d942100-ff8d-4bad-bc58-f25eca130215,Confirmada
15929838S,tomaguio41@fakeemail.com,2026-02-26 12:00,Pediatría,Renovación de medicación,1.0,,Lista de Espera
17924058C,enriport779@fakeemail.com,2026-02-26 12:30,Psiquiatría,Volante - Derivación Media,2.0,522d6b7d-8f39-4451-8d6e-0341d4c5d9c2,Confirmada
75608512Z,juanpabl907@fakeemail.com,2026-02-26 12:30,Oftalmología,Volante - Derivación Baja,1.0,9c0f97a6-5cda-4aeb-8ae7-deb48ef7b34c,Confirmada
46094107Z,tereestr837@example.com,2026-02-26 12:30,Traumatología,Volante - Derivación Baja,1.0,b95101f1-0eca-4f2e-8d52-46e2586445b3,Confirmada
19322046E,ceciross98@example.com,2026-02-26 12:30,Oncología,Volante - Derivación Media,2.0,dc76accd-2aad-4221-a78a-55abf518ce4c,Lista de Espera
93342722M,anadel212@fakeemail.com,2026-02-26 13:00,Cardiología,Volante - Derivación Baja,1.0,076efb66-837f-4ddf-9528-23c4228c1964,Confirmada
84111808A,tomaguio41@fakeemail.com,2026-02-26 13:00,Pediatría,Renovación de medicación,1.0,,Lista de Espera
02663759Z,angesast324@test.com,2026-02-26 13:00,Pediatría,Revisión de analíticas,1.0,,Confirmada
45533458J,enriport779@fakeemail.com,2026-02-26 13:15,Psiquiatría,Volante - Derivación Baja,1.0,414979a9-d12c-47d6-995c-3e03b684c579,Confirmada
43713302P,ceciross98@example.com,2026-02-26 13:15,Oncología,Volante - Derivación Baja,1.0,a92420c3-e1d6-4147-a011-9fb644111c39,Confirmada
03413904Z,enriport779@fakeemail.com,2026-02-26 13:30,Psiquiatría,Volante - Derivación Alta,3.0,99143ae3-ec72-49b3-950c-9ffb1e3b78be,Lista de Espera
54696743Y,fideherr429@example.com,2026-02-26 14:00,Dermatología,Volante - Derivación Baja,1.0,e4cf3d71-a4af-4ca7-93d2-8de347bde712,Confirmada
67667924S,primpozo730@test.com,2026-02-26 14:00,Dermatología,Volante - Derivación Media,2.0,65d2ac6a-6609-4bc7-8676-e7af5e45b2aa,Confirmada
26189238N,enriport779@fakeemail.com,2026-02-26 14:15,Psiquiatría,Volante - Derivación Alta,3.0,d58e8148-30f8-4e8f-84f6-add652d9a353,Confirmada
96232651F,enriport779@fakeemail.com,2026-02-26 14:30,Psiquiatría,Volante - Derivación Alta,3.0,0e668bc2-783f-4f6f-ae40-b44c823f4fda,Confirmada
03496609B,tereestr837@example.com,2026-02-26 14:30,Traumatología,Volante - Derivación Baja,1.0,f35cf238-61bb-41f2-85ba-b790052f3e07,Confirmada
48252795Z,angesast324@test.com,2026-02-26 14:30,Pediatría,Revisión de analíticas,1.0,,Confirmada
39506922Y,aitasala693@fakeemail.com,2026-02-26 15:00,Medicina General,Consulta General,1.0,,Confirmada
66309288N,larajime934@test.com,2026-02-26 15:15,Medicina General,Revisión de analíticas,1.0,,Confirmada
64485145E,larajime934@test.com,2026-02-26 15:30,Medicina General,Renovación de medicación,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-02-26 15:45,Pediatría,Consulta General,1.0,,Confirmada
85613037E,cariflor149@test.com,2026-02-26 16:00,Ginecología,Volante - Derivación Baja,1.0,bff3689a-79d9-4809-8416-a1b3776dfa6d,Confirmada
77299811P,larajime934@test.com,2026-02-26 16:00,Medicina General,Renovación de medicación,1.0,,Lista de Espera
14793960S,larajime934@test.com,2026-02-26 16:30,Medicina General,Consulta General,1.0,,Confirmada
67223002M,cariflor149@test.com,2026-02-26 16:45,Ginecología,Volante - Derivación Baja,1.0,8d7d269a-96cf-45e3-8ae1-1c7101ab9913,Confirmada
06877156H,larajime934@test.com,2026-02-26 17:00,Medicina General,Renovación de medicación,1.0,,Lista de Espera
10216925A,aguemart303@example.com,2026-02-26 17:00,Medicina General,Revisión de analíticas,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-02-26 17:15,Pediatría,Consulta General,1.0,,Lista de Espera
05916827P,cariflor149@test.com,2026-02-26 17:30,Ginecología,Volante - Derivación Baja,1.0,e8428e7b-0e75-4293-ba9b-b8ae9a4f1697,Lista de Espera
97157445V,aguemart303@example.com,2026-02-26 17:30,Medicina General,Renovación de medicación,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-02-26 17:45,Pediatría,Renovación de medicación,1.0,,Confirmada
36032758S,larajime934@test.com,2026-02-26 17:45,Medicina General,Revisión de analíticas,1.0,,Lista de Espera
03413904Z,larajime934@test.com,2026-02-26 18:00,Medicina General,Renovación de medicación,1.0,,Lista de Espera
53108171K,narcpeir429@test.com,2026-02-26 18:15,Pediatría,Revisión de analíticas,1.0,,Confirmada
71678090Q,aguemart303@example.com,2026-02-26 18:30,Medicina General,Revisión de analíticas,1.0,,Lista de Espera
53108171K,narcpeir429@test.com,2026-02-26 18:45,Pediatría,Revisión de analíticas,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-02-26 19:00,Pediatría,Renovación de medicación,1.0,,Lista de Espera
04094048W,aguemart303@example.com,2026-02-26 19:00,Medicina General,Renovación de medicación,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-02-26 19:30,Pediatría,Revisión de analíticas,1.0,,Lista de Espera
93342722M,larajime934@test.com,2026-02-26 19:45,Medicina General,Revisión de analíticas,1.0,,Lista de Espera
89193970Q,aitasala693@fakeemail.com,2026-02-26 20:00,Medicina General,Revisión de analíticas,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-02-26 20:00,Pediatría,Revisión de analíticas,1.0,,Confirmada
89850390Q,larajime934@test.com,2026-02-26 20:00,Medicina General,Consulta General,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-02-26 20:45,Pediatría,Renovación de medicación,1.0,,Confirmada
62664196Y,tomaguio41@fakeemail.com,2026-02-27 08:00,Pediatría,Consulta General,1.0,,Confirmada
15929838S,ceciross98@example.com,2026-02-27 08:00,Oncología,Volante - Derivación Baja,1.0,f9bb4e59-9700-4afa-a611-1ce44ee70e8a,Lista de Espera
25483108M,tereestr837@example.com,2026-02-27 08:30,Traumatología,Volante - Derivación Media,2.0,4740d78c-358a-4c99-889b-4798aaafc54c,Confirmada
46094107Z,juanpabl907@fakeemail.com,2026-02-27 08:45,Oftalmología,Volante - Derivación Media,2.0,7e4b4c0f-5048-4cce-8d2c-3031685f84e1,Confirmada
15243013Q,anadel212@fakeemail.com,2026-02-27 09:00,Cardiología,Volante - Derivación Baja,1.0,34397f9d-8be2-496a-9f0b-d82775cd4c9c,Confirmada
78688539L,cariflor149@test.com,2026-02-27 09:00,Ginecología,Volante - Derivación Baja,1.0,8fbe7d98-ef85-41d3-908c-c0f1bada9b88,Lista de Espera
03496609B,angesast324@test.com,2026-02-27 09:30,Pediatría,Renovación de medicación,1.0,,Confirmada
39506922Y,sariteno261@test.com,2026-02-27 10:00,Ortopedia,Volante - Derivación Alta,3.0,b3dfcffd-a6b0-4a00-a7f6-e84af96422fb,Lista de Espera
43713302P,tereestr837@example.com,2026-02-27 10:00,Traumatología,Volante - Derivación Baja,1.0,956f74a4-1870-4152-924b-f2cef6744a8e,Confirmada
15243013Q,angesast324@test.com,2026-02-27 10:00,Pediatría,Renovación de medicación,1.0,,Confirmada
53504438K,fideherr429@example.com,2026-02-27 10:15,Dermatología,Volante - Derivación Baja,1.0,487206c5-c78b-48c9-bbd2-dc29a44ee42b,Lista de Espera
76214236X,tereestr837@example.com,2026-02-27 10:30,Traumatología,Volante - Derivación Baja,1.0,f257dd8b-ff85-4070-b775-e9ac2f9db3ad,Lista de Espera
51445312Q,anadel212@fakeemail.com,2026-02-27 11:00,Cardiología,Volante - Derivación Media,2.0,1b7bfbdc-401e-4b40-9920-9d8a782f406a,Confirmada
62664196Y,fideherr429@example.com,2026-02-27 11:00,Dermatología,Volante - Derivación Baja,1.0,ecaad09b-6192-4c6d-8965-70c14079ceea,Confirmada
75608512Z,tomaguio41@fakeemail.com,2026-02-27 11:00,Pediatría,Consulta General,1.0,,Confirmada
05916827P,juanpabl907@fakeemail.com,2026-02-27 11:00,Oftalmología,Volante - Derivación Baja,1.0,96b8ece7-c6db-4db1-8d85-90622addebc0,Confirmada
70516985C,primpozo730@test.com,2026-02-27 11:00,Dermatología,Volante - Derivación Alta,3.0,634c5c48-8d2c-4df4-993d-72a17b6b94e0,Confirmada
48252795Z,angesast324@test.com,2026-02-27 11:00,Pediatría,Consulta General,1.0,,Confirmada
56510979W,cariflor149@test.com,2026-02-27 11:15,Ginecología,Volante - Derivación Baja,1.0,df5570a2-9099-42cd-84df-a42c84be534e,Confirmada
46728006X,juanpabl907@fakeemail.com,2026-02-27 11:45,Oftalmología,Volante - Derivación Baja,1.0,bb461127-600e-42cd-982b-d73f47e29877,Confirmada
53504438K,ceciross98@example.com,2026-02-27 11:45,Oncología,Volante - Derivación Baja,1.0,546db987-14b9-43da-a77f-5019cc7063e2,Confirmada
96232651F,angesast324@test.com,2026-02-27 12:00,Pediatría,Revisión de analíticas,1.0,,Confirmada
72005264S,fideherr429@example.com,2026-02-27 12:30,Dermatología,Volante - Derivación Media,2.0,652dffa1-e2ab-42cf-b143-4b9855d2c01b,Confirmada
76214236X,tereestr837@example.com,2026-02-27 12:30,Traumatología,Volante - Derivación Media,2.0,5518fd64-c6f4-437e-811f-2f6862dddc28,Confirmada
05916827P,primpozo730@test.com,2026-02-27 12:30,Dermatología,Volante - Derivación Alta,3.0,4c61d507-ba46-44f0-a61b-29e05052d4b9,Confirmada
22215088D,angesast324@test.com,2026-02-27 12:30,Pediatría,Consulta General,1.0,,Confirmada
68827354S,sariteno261@test.com,2026-02-27 13:00,Ortopedia,Volante - Derivación Baja,1.0,2487cf9b-8b73-471f-9ad5-be2b5caafcd2,Confirmada
29099523S,ceciross98@example.com,2026-02-27 13:15,Oncología,Volante - Derivación Baja,1.0,302ec7a1-3a7a-4c08-b7bf-de07093d3389,Confirmada
71414884E,tereestr837@example.com,2026-02-27 14:30,Traumatología,Volante - Derivación Baja,1.0,ea9277a7-403b-49cb-b06e-fb2ea50e2f6e,Confirmada
45490964T,aguemart303@example.com,2026-02-27 15:00,Medicina General,Revisión de analíticas,1.0,,Lista de Espera
53108171K,narcpeir429@test.com,2026-02-27 15:15,Pediatría,Revisión de analíticas,1.0,,Confirmada
73584142N,aguemart303@example.com,2026-02-27 15:30,Medicina General,Renovación de medicación,1.0,,Confirmada
62664196Y,cariflor149@test.com,2026-02-27 16:00,Ginecología,Volante - Derivación Media,2.0,54a15bcf-7a32-480b-a90a-b1547f955b63,Confirmada
45533458J,aitasala693@fakeemail.com,2026-02-27 16:00,Medicina General,Renovación de medicación,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-02-27 16:15,Pediatría,Revisión de analíticas,1.0,,Lista de Espera
53108171K,narcpeir429@test.com,2026-02-27 16:30,Pediatría,Consulta General,1.0,,Confirmada
84580564L,cariflor149@test.com,2026-02-27 16:45,Ginecología,Volante - Derivación Baja,1.0,5110cd8b-a964-44fd-acd0-1afe94cad60f,Lista de Espera
53108171K,narcpeir429@test.com,2026-02-27 17:00,Pediatría,Revisión de analíticas,1.0,,Lista de Espera
72005264S,marcmari965@test.com,2026-02-27 17:00,Cardiología,Volante - Derivación Media,2.0,f00cb700-dc34-46b2-a517-4b5471666f30,Confirmada
53108171K,narcpeir429@test.com,2026-02-27 17:15,Pediatría,Renovación de medicación,1.0,,Confirmada
46728006X,aguemart303@example.com,2026-02-27 19:00,Medicina General,Renovación de medicación,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-02-27 19:15,Pediatría,Consulta General,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-02-27 19:30,Pediatría,Renovación de medicación,1.0,,Lista de Espera
32113754G,aitasala693@fakeemail.com,2026-02-27 20:00,Medicina General,Consulta General,1.0,,Lista de Espera
53108171K,narcpeir429@test.com,2026-02-27 20:30,Pediatría,Renovación de medicación,1.0,,Lista de Espera
86907522K,aguemart303@example.com,2026-02-27 20:30,Medicina General,Renovación de medicación,1.0,,Lista de Espera
53108171K,narcpeir429@test.com,2026-02-27 20:45,Pediatría,Consulta General,1.0,,Lista de Espera
45533458J,tereestr837@example.com,2026-03-02 08:00,Traumatología,Volante - Derivación Media,2.0,1e87b26e-0a4f-460f-a2d3-e774cfbdac46,Confirmada
47645559R,fideherr429@example.com,2026-03-02 08:45,Dermatología,Volante - Derivación Alta,3.0,7469ceae-eca4-4f9a-ab9c-8e890c4b91c4,Confirmada
71414884E,tomaguio41@fakeemail.com,2026-03-02 09:00,Pediatría,Revisión de analíticas,1.0,,Confirmada
15929838S,cariflor149@test.com,2026-03-02 09:00,Ginecología,Volante - Derivación Baja,1.0,ae3426a9-fa1a-4282-b434-d8172958623e,Lista de Espera
88083451Y,tereestr837@example.com,2026-03-02 09:00,Traumatología,Volante - Derivación Baja,1.0,e637c570-2763-4795-9416-34ca9d7a29b2,Confirmada
92849730H,tereestr837@example.com,2026-03-02 09:30,Traumatología,Volante - Derivación Baja,1.0,854eef3f-2090-4b0e-a51a-8e8afeeeebe6,Confirmada
85463086P,anadel212@fakeemail.com,2026-03-02 10:00,Cardiología,Volante - Derivación Baja,1.0,22a1b0a1-613f-4ca4-9e30-28e08d1a6dbd,Confirmada
36032758S,sariteno261@test.com,2026-03-02 11:00,Ortopedia,Volante - Derivación Baja,1.0,36a98532-2c6d-4dfb-b979-68bf76686b0f,Confirmada
90541251A,tereestr837@example.com,2026-03-02 11:00,Traumatología,Volante - Derivación Alta,3.0,a98fdc40-0207-4d5d-94d7-d423cce1ba1b,Confirmada
14793960S,ceciross98@example.com,2026-03-02 11:00,Oncología,Volante - Derivación Baja,1.0,68bfd468-85dc-4384-bce7-29360a98e594,Lista de Espera
67667924S,fideherr429@example.com,2026-03-02 11:45,Dermatología,Volante - Derivación Baja,1.0,dca3ff68-b642-49c4-92d0-b4f1307ce4aa,Confirmada
91496767F,anadel212@fakeemail.com,2026-03-02 12:00,Cardiología,Volante - Derivación Baja,1.0,15a0d786-c250-48e4-b681-2540ec44a2ab,Confirmada
06877156H,cariflor149@test.com,2026-03-02 12:00,Ginecología,Volante - Derivación Baja,1.0,66e8bd51-8db0-41a6-b860-9dc9dcc9cdce,Lista de Espera
06877156H,tereestr837@example.com,2026-03-02 12:00,Traumatología,Volante - Derivación Baja,1.0,03ad9f42-57a6-4277-bc8d-014c3386d8c2,Confirmada
83271440D,ceciross98@example.com,2026-03-02 12:30,Oncología,Volante - Derivación Baja,1.0,89af0927-8c68-45cc-a732-446d5e4e992e,Confirmada
67223002M,fideherr429@example.com,2026-03-02 13:15,Dermatología,Volante - Derivación Baja,1.0,f037578d-3d4d-4f41-92af-b5b81f313edf,Lista de Espera
95633207N,ceciross98@example.com,2026-03-02 13:15,Oncología,Volante - Derivación Baja,1.0,86e85ac3-491e-4ce6-af3c-286b74d6f81a,Lista de Espera
15929838S,tomaguio41@fakeemail.com,2026-03-02 14:00,Pediatría,Revisión de analíticas,1.0,,Confirmada
54771485K,sariteno261@test.com,2026-03-02 14:00,Ortopedia,Volante - Derivación Baja,1.0,6e040c21-378c-4bb5-9c06-d8188632674e,Confirmada
47645559R,aguemart303@example.com,2026-03-02 15:00,Medicina General,Consulta General,1.0,,Confirmada
64485145E,larajime934@test.com,2026-03-02 15:45,Medicina General,Renovación de medicación,1.0,,Confirmada
68827354S,larajime934@test.com,2026-03-02 16:15,Medicina General,Revisión de analíticas,1.0,,Confirmada
67223002M,larajime934@test.com,2026-03-02 16:30,Medicina General,Renovación de medicación,1.0,,Confirmada
37884463J,cariflor149@test.com,2026-03-02 17:30,Ginecología,Volante - Derivación Baja,1.0,63403613-10a7-46ba-8efc-e7e5ed4ff48a,Lista de Espera
44354450P,aitasala693@fakeemail.com,2026-03-02 18:00,Medicina General,Consulta General,1.0,,Confirmada
45490964T,aguemart303@example.com,2026-03-02 18:00,Medicina General,Revisión de analíticas,1.0,,Lista de Espera
85613037E,cariflor149@test.com,2026-03-02 18:15,Ginecología,Volante - Derivación Media,2.0,674ec10d-f39a-42de-9d74-009165bf4677,Confirmada
05916827P,larajime934@test.com,2026-03-02 18:45,Medicina General,Consulta General,1.0,,Confirmada
70373989S,aitasala693@fakeemail.com,2026-03-02 19:00,Medicina General,Consulta General,1.0,,Confirmada
66309288N,larajime934@test.com,2026-03-02 19:00,Medicina General,Consulta General,1.0,,Lista de Espera
17924058C,larajime934@test.com,2026-03-02 19:15,Medicina General,Consulta General,1.0,,Confirmada
21473429P,aguemart303@example.com,2026-03-02 19:30,Medicina General,Renovación de medicación,1.0,,Lista de Espera
51445312Q,aguemart303@example.com,2026-03-02 20:00,Medicina General,Renovación de medicación,1.0,,Lista de Espera
06877156H,larajime934@test.com,2026-03-02 20:15,Medicina General,Consulta General,1.0,,Confirmada
17924058C,larajime934@test.com,2026-03-02 20:30,Medicina General,Revisión de analíticas,1.0,,Confirmada
29272085P,larajime934@test.com,2026-03-02 20:45,Medicina General,Consulta General,1.0,,Lista de Espera
39506922Y,anadel212@fakeemail.com,2026-03-03 08:00,Cardiología,Volante - Derivación Baja,1.0,beb673b1-9e4a-4f66-8069-14d49dc7e121,Lista de Espera
27059250A,fideherr429@example.com,2026-03-03 08:00,Dermatología,Volante - Derivación Baja,1.0,e6bfcd05-29dc-402f-a18a-e92b47ce8789,Confirmada
